3 16 0
2 188587 1 0
0 188825 1 0
3 188825 1 0
1 188944 1 0
2 188944 1 0
0 189063 2 189123
2 189182 2 189242
0 189301 2 18953970
3 189301 1 0
2 189539 1 0
1 189539 1 0
3 189658 2 189718
2 189777 2 189837
1 189896 2 189956
0 190015 2 19025470
3 190015 1 0
3 190254 2 190492
0 190492 2 190730
1 190492 2 190730
3 190730 2 190789
2 190849 2 190908
1 190968 1 0
0 190968 1 0
2 191087 2 191206
3 191206 1 0
1 191325 1 0
0 191325 1 0
3 191444 2 191563
2 191563 1 0
1 191682 1 0
0 191682 1 0
2 191801 1 0
3 191920 2 19203970
0 191920 2 192039
1 192158 2 19227770
2 192158 2 192277
0 192396 2 192635
1 192396 2 192635
2 192635 1 0
1 192754 1 0
0 192873 1 0
3 192873 1 0
1 192992 1 0
2 192992 1 0
0 193111 2 193349
3 193111 2 193349
1 193349 1 0
2 193349 1 0
3 193468 1 0
1 193587 1 0
2 193706 1 0
3 193825 1 0
0 193825 1 0
1 193944 2 194182
2 194182 1 0
3 194301 1 0
0 194301 1 0
1 194420 1 0
2 194420 1 0
3 194539 1 0
0 194539 1 0
2 194658 1 0
1 194658 1 0
3 194777 1 0
0 194777 1 0
2 194896 1 0
2 195015 1 0
1 195254 1 0
0 195254 1 0
3 195373 1 0
3 195492 1 0
2 195730 1 0
0 195730 1 0
3 195849 1 0
2 195908 1 0
0 195968 1 0
1 195968 1 0
2 196087 2 196206
3 196206 1 0
0 196206 1 0
1 196444 1 0
1 196563 1 0
0 196682 1 0
3 196682 1 0
2 196801 1 0
1 196920 1 0
0 196920 1 0
2 197039 1 0
3 197158 2 19721870
2 197277 2 197337
1 197396 2 197456
0 197515 2 197575
3 197635 2 197873
1 197873 1 0
0 197873 1 0
2 197992 1 0
3 197992 1 0
0 198111 2 198230
1 198111 2 198230
1 198349 2 198468
0 198349 2 198468
2 198587 1 0
3 198587 1 0
0 198825 1 0
3 198825 1 0
1 198944 1 0
2 199063 1 0
3 199063 1 0
3 199301 1 0
2 199301 1 0
1 199420 1 0
0 199539 1 0
3 199539 1 0
2 199658 1 0
3 199777 1 0
1 199777 1 0
0 199896 1 0
3 200015 1 0
2 200015 1 0
1 200135 1 0
0 200135 1 0
2 200254 1 0
3 200254 1 0
1 200373 1 0
0 200373 1 0
2 200492 1 0
3 200492 1 0
1 200611 1 0
0 200730 1 0
2 200730 1 0
3 200849 1 0
0 200968 1 0
1 200968 1 0
2 201206 2 201265
2 201325 2 201385
1 201444 1 0
0 201444 1 0
3 201444 1 0
2 201563 1 0
3 201682 2 201920
1 201920 1 0
0 201920 1 0
3 202158 2 202277
2 202277 1 0
1 202337 1 0
0 202396 1 0
3 202396 1 0
2 202515 2 202635
1 202635 2 202754
3 202754 1 0
2 202873 1 0
0 202873 2 203111
3 203111 2 203349
1 203349 1 0
0 203349 1 0
2 203468 1 0
3 203587 1 0
0 203706 1 0
2 203825 1 0
3 203825 1 0
1 203944 1 0
0 204063 1 0
3 204063 1 0
2 204182 1 0
1 204182 1 0
3 204301 1 0
2 204420 1 0
1 204539 1 0
0 204539 1 0
2 204658 1 0
3 204777 2 20489670
0 204777 1 0
3 205015 2 205135
0 205254 2 20549270
2 205254 1 0
3 205492 2 205730
0 205730 2 206127
1 205968 2 206127
2 206127 1 0
1 206206 1 0
0 206206 1 0
3 206206 1 0
2 206325 1 0
1 206444 1 0
0 206563 1 0
2 206563 1 0
3 206563 1 0
1 206682 1 0
2 206801 1 0
0 206920 1 0
1 206920 1 0
3 206920 1 0
2 207039 1 0
3 207158 1 0
0 207158 1 0
1 207158 1 0
2 207277 1 0
3 207396 2 20751570
0 207396 1 0
1 207396 1 0
0 207635 1 0
1 207694 1 0
2 207754 1 0
3 207813 1 0
0 207873 1 0
1 207873 1 0
2 207992 1 0
3 208111 1 0
0 208111 1 0
1 208230 1 0
0 208349 1 0
2 208349 1 0
3 208468 1 0
1 208587 2 208825
0 208587 2 208825
3 208825 1 0
2 208944 1 0
0 209063 1 0
1 209063 1 0
3 209182 2 209301
0 209301 2 209420
0 209539 2 209658
2 209539 1 0
3 209777 2 209896
2 209896 1 0
1 209956 1 0
0 210015 1 0
3 210015 1 0
2 210135 2 210194
2 210254 2 210313
1 210373 1 0
0 210492 2 210730
3 210492 1 0
3 210730 2 210968
1 210968 1 0
0 210968 1 0
2 211087 2 211206
3 211206 1 0
2 211325 1 0
1 211444 1 0
0 211444 1 0
3 211682 1 0
0 211682 1 0
2 211801 1 0
1 211801 1 0
3 211920 2 21203970
0 211920 1 0
2 212039 1 0
1 212158 1 0
0 212158 1 0
2 212277 1 0
0 212396 2 21263570
3 212396 1 0
3 212635 2 212873
0 212873 1 0
1 212873 1 0
3 213111 1 0
0 213111 1 0
1 213230 1 0
2 213230 1 0
3 213349 2 213587
0 213587 2 213825
3 213825 1 0
2 213825 1 0
1 213825 1 0
1 214063 1 0
2 214063 1 0
3 214301 1 0
0 214301 1 0
0 214539 1 0
1 214539 1 0
2 214658 1 0
3 214658 1 0
1 214777 1 0
0 214777 1 0
2 214896 2 214956
3 215015 2 215075
0 215135 1 0
2 215254 1 0
3 215254 1 0
1 215313 1 0
0 215373 1 0
2 215432 1 0
3 215492 2 215611
0 215611 2 215730
3 215730 1 0
2 215730 1 0
1 215849 1 0
0 215968 2 216087
3 216087 2 216206
1 216206 1 0
0 216206 1 0
2 216444 1 0
1 216563 1 0
0 216682 1 0
3 216682 1 0
2 216801 1 0
1 216920 2 217039
1 217158 2 217277
3 217158 1 0
0 217396 2 217515
1 217515 1 0
2 217575 1 0
3 217635 1 0
0 217635 1 0
2 217754 2 217873
1 217873 2 217992
3 217992 1 0
2 218111 1 0
0 218111 2 218349
3 218349 2 218587
1 218587 1 0
0 218587 1 0
2 218706 1 0
3 218825 1 0
1 218944 1 0
0 219063 1 0
3 219063 1 0
2 219182 1 0
1 219301 1 0
0 219301 1 0
2 219420 1 0
3 219420 1 0
1 219539 1 0
0 219658 1 0
3 219777 1 0
2 219777 1 0
1 219896 1 0
0 220015 2 22013570
3 220015 1 0
0 220254 2 220373
3 220492 1 0
2 220492 1 0
0 220730 2 221206
3 221206 2 221444
2 221444 1 0
1 221444 1 0
0 221444 1 0
3 221563 1 0
2 221682 1 0
1 221801 1 0
0 221801 1 0
3 221801 1 0
2 221920 1 0
1 222039 1 0
0 222158 1 0
3 222158 1 0
2 222158 1 0
1 222277 1 0
2 222396 1 0
3 222396 1 0
0 222396 1 0
1 222515 1 0
0 222635 1 0
2 222635 1 0
3 222635 1 0
3 222873 1 0
2 222932 1 0
1 222992 1 0
0 223051 1 0
2 223111 2 223230
1 223230 2 223349
0 223349 1 0
3 223349 1 0
2 223468 1 0
1 223587 2 223706
2 223706 2 223825
3 223825 1 0
0 223825 1 0
1 224063 1 0
2 224182 1 0
3 224301 1 0
0 224301 1 0
1 224420 1 0
2 224539 2 224658
2 224777 2 224896
0 224777 1 0
3 225015 2 225135
2 225135 1 0
1 225194 1 0
0 225254 1 0
3 225254 1 0
2 225373 1 0
1 225492 1 0
0 225611 2 225849
3 225730 2 225849
2 225730 1 0
3 225968 2 226087
0 225968 2 226087
3 226206 1 0
0 226206 1 0
2 226325 1 0
1 226444 1 0
2 226563 1 0
3 226682 1 0
0 226682 1 0
1 226801 1 0
2 226920 1 0
3 226920 1 0
1 227039 1 0
0 227039 1 0
3 227158 1 0
2 227158 1 0
1 227277 1 0
0 227396 1 0
3 227396 1 0
1 227515 1 0
2 227515 1 0
3 227635 2 22787370
0 227635 1 0
0 227873 2 228111
3 228111 1 0
1 228111 1 0
2 228230 1 0
0 228349 1 0
1 228349 1 0
2 228468 1 0
3 228468 1 0
0 228586 1 0
1 228586 1 0
3 228824 1 0
1 228824 1 0
2 228943 1 0
0 228943 1 0
1 229062 1 0
1 229300 1 0
2 229419 1 0
3 229419 1 0
0 229538 1 0
1 229657 1 0
2 229657 1 0
3 229776 1 0
0 229776 1 0
3 230014 1 0
2 230014 1 0
0 230014 1 0
2 230133 1 0
3 230133 1 0
1 230252 1 0
0 230252 1 0
2 230371 1 0
3 230371 1 0
1 230490 1 0
0 230490 1 0
2 230728 1 0
0 230728 1 0
3 230847 1 0
1 230847 1 0
2 230966 1 0
2 231205 1 0
3 231324 1 0
0 231324 1 0
1 231443 1 0
3 231562 1 0
2 231562 1 0
1 231681 1 0
0 231681 1 0
2 231800 1 0
3 231919 1 0
1 231919 1 0
0 231919 1 0
1 232038 1 0
0 232038 1 0
2 232157 1 0
3 232157 1 0
0 232276 1 0
1 232276 1 0
3 232395 1 0
2 232395 1 0
0 232633 1 0
1 232633 1 0
3 232752 1 0
2 232752 1 0
0 232871 1 0
1 233109 1 0
2 233228 1 0
3 233228 1 0
0 233347 1 0
1 233466 1 0
2 233466 1 0
0 233586 1 0
3 233586 1 0
3 233824 1 0
2 233824 1 0
0 233824 1 0
2 233943 1 0
1 233943 1 0
3 234062 1 0
0 234062 1 0
2 234181 1 0
1 234181 1 0
0 234300 1 0
3 234300 1 0
2 234538 1 0
0 234538 1 0
1 234657 1 0
3 234657 1 0
2 234776 1 0
3 235014 1 0
1 235133 1 0
0 235133 1 0
2 235252 1 0
3 235371 1 0
1 235371 1 0
0 235490 1 0
2 235490 1 0
1 235609 1 0
2 235728 1 0
3 235728 1 0
0 235788 1 0
1 235847 1 0
2 235907 1 0
3 235966 1 0
0 235966 1 0
2 236086 1 0
1 236086 1 0
0 236205 1 0
3 236205 1 0
3 236443 1 0
2 236443 1 0
1 236562 1 0
0 236562 1 0
3 236681 1 0
3 236919 1 0
2 237038 1 0
1 237038 1 0
0 237157 1 0
2 237276 1 0
3 237276 1 0
1 237395 1 0
0 237395 1 0
3 237633 1 0
0 237633 1 0
1 237633 1 0
2 237752 1 0
1 237752 1 0
3 237871 1 0
0 237871 1 0
1 237990 1 0
2 237990 1 0
3 238109 1 0
0 238109 1 0
3 238347 1 0
2 238347 1 0
1 238466 1 0
0 238466 1 0
3 238586 1 0
2 238705 1 0
1 238824 1 0
0 238943 1 0
2 238943 1 0
3 239062 1 0
1 239181 1 0
0 239181 1 0
2 239300 1 0
3 239300 1 0
3 239538 1 0
0 239538 1 0
1 239538 1 0
1 239657 1 0
0 239657 1 0
3 239776 1 0
2 239776 1 0
1 239895 1 0
0 239895 1 0
3 240014 1 0
2 240014 1 0
1 240252 1 0
0 240252 1 0
3 240371 1 0
2 240371 1 0
1 240490 1 0
0 240609 1 0
1 240728 0
3 240847 1 0
2 240847 1 0
0 240966 1 0
1 241086 1 0
2 241086 1 0
3 241205 1 0
0 241205 1 0
3 241443 1 0
0 241443 1 0
1 241443 1 0
0 241562 1 0
1 241562 1 0
2 241681 1 0
3 241681 1 0
1 241800 1 0
0 241800 1 0
3 241919 2 241978
2 241919 2 241978
0 242157 1 0
0 242395 2 242455
3 242633 1 0
3 242871 2 242931
0 243109 1 0
3 243347 1 0
2 243347 1 0
0 243586 1 0
1 243586 1 0
2 243705 1 0
3 243705 1 0
1 243824 1 0
0 243824 1 0
